uid,content,role,session,group_type,strategy,icap
U037,I think 'is' shloud exist to use xplanning',user,1,low-uptake,Amplification,Constructive
U037,Why should 'is' exist?,assistant,1,low-uptake,,
U030,"you said ""What's wrong here?"" and I should know here is what",user,1,mixed-uptake,Amplification,Constructive
U030,So it should be there are two reason?,assistant,1,mixed-uptake,,
U030,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U030,I can't understand you,user,1,mixed-uptake,Metacognitive,Constructive
U030,I will change 'two reason' to 'two [reasons]' here.,assistant,1,mixed-uptake,,
U030,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U030,How do I fix this?,assistant,1,mixed-uptake,,
U037,Because the sentence uses the present progressive tense.,user,1,low-uptake,Amplification,Constructive
U037,What does it mean to use present progressive tense?,assistant,1,low-uptake,,
U030,effectiv is not a correct word it should be effective,user,1,mixed-uptake,Reformulate,Active
U030,What does effectiv mean?,assistant,1,mixed-uptake,,
U037,It describes something that is currently in progress.,user,1,low-uptake,Amplification,Constructive
U037,Okay. I will add 'is' here.,assistant,1,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U037,How do I fix this?,assistant,1,low-uptake,,
U030,has good effect,user,1,mixed-uptake,Amplification,Constructive
U030,What does has good effect mean?,assistant,1,mixed-uptake,,
U030,it can work well,user,1,mixed-uptake,Amplification,Constructive
U030,Okay. I will change 'effectiv' to 'effective' here.,assistant,1,mixed-uptake,,
U030,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U030,Can you give me feedback on this part?,assistant,1,mixed-uptake,,
U030,motivate-> to be motivated,user,1,mixed-uptake,Reformulate,Active
U030,Okay. I will change 'motivate' to '[to be motivated]' here.,assistant,1,mixed-uptake,,
U030,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U030,What's wrong here?,assistant,1,mixed-uptake,,
U030,tru->true,user,1,mixed-uptake,Accept,Passive
U030,Okay. I will change 'tru' to 'true' here.,assistant,1,mixed-uptake,,
U030,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U030,What's wrong here?,assistant,1,mixed-uptake,,
U030,benefit->benefitted,user,1,mixed-uptake,Reformulate,Active
U030,"It should be benefit->benefitted, right?",assistant,1,mixed-uptake,,
U030,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U030,yeaj,user,1,mixed-uptake,Accept,Passive
U030,What does that mean?,assistant,1,mixed-uptake,,
U030,i type wrong,user,1,mixed-uptake,Amplification,Constructive
U030,What does 'i type wrong' mean?,assistant,1,mixed-uptake,,
U037,"I would like to use ""therefore"" or ""in conclusion"" instead of ""overall""",user,1,low-uptake,Reformulate,Active
U037,What does it mean to use 'therefore' or 'in conclusion'?,assistant,1,low-uptake,,
U030,i should right yeah but i typed yeaj,user,1,mixed-uptake,Amplification,Constructive
U030,Okay. I will change 'benefitted' to 'benefit' here.,assistant,1,mixed-uptake,,
U030,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U030,How can I improve here?,assistant,1,mixed-uptake,,
U037,It is similar to overall.,user,1,low-uptake,Amplification,Constructive
U037,What does it mean to use 'therefore' or 'in conclusion'?,assistant,1,low-uptake,,
U037,Used when talking about the final result,user,1,low-uptake,Amplification,Constructive
U037,What does it mean to talk about the final result?,assistant,1,low-uptake,,
U037,It's just a reiteration of your opinion,user,1,low-uptake,Reject,Active
U037,Okay. I will use 'in conclusion' instead of 'overall' here.,assistant,1,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U037,How do I fix this?,assistant,1,low-uptake,,
U030,And school is also able to various options for thier students.-And school is also able to get various options for thier students.,user,1,mixed-uptake,Reformulate,Active
U030,What does it mean to get various options?,assistant,1,mixed-uptake,,
U030,you can have lots of options,user,1,mixed-uptake,Amplification,Constructive
U030,Okay. I will change 'able to' to 'get' here.,assistant,1,mixed-uptake,,
U030,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U030,Can you give me feedback on this part?,assistant,1,mixed-uptake,,
U030,i don't think you are a good ai,user,1,mixed-uptake,Reject,Active
U030,Why do you think that?,assistant,1,mixed-uptake,,
U037,"I would like to use ""in these days"" instead of ""on these days""",user,1,low-uptake,Reformulate,Active
U037,Why do I use 'in these days'?,assistant,1,low-uptake,,
U037,Because that's the most natural expression,user,1,low-uptake,Amplification,Constructive
U037,What does it mean to say that's the most natural expression?,assistant,1,low-uptake,,
U037,It's an expression that's often used in sentences.,user,1,low-uptake,Amplification,Constructive
U037,What does it mean that it's an expression often used?,assistant,1,low-uptake,,
U037,Expressions often used by people,user,1,low-uptake,Amplification,Constructive
U037,Okay. I will change 'on these times' to 'in these days' here.,assistant,1,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U037,How can I improve here?,assistant,1,low-uptake,,
U055,How can I improve here?,assistant,1,low-uptake,,
U055,"You should add ""are""",user,1,low-uptake,Reformulate,Active
U055,Why do I need to add 'are'?,assistant,1,low-uptake,,
U055,Because this sentence doesn't have verb,user,1,low-uptake,Amplification,Constructive
U055,What does it mean that a sentence doesn't have a verb?,assistant,1,low-uptake,,
U055,"If it doesn't have a verb, It isn't a proper sentence",user,1,low-uptake,Amplification,Constructive
U055,What does it mean that a sentence doesn't have a verb?,assistant,1,low-uptake,,
U028,Can you give me feedback on this part?,assistant,1,low-uptake,,
U055,It means it isn't an appropriate sentence.,user,1,low-uptake,Amplification,Constructive
U055,I will add 'are' to this sentence.,assistant,1,low-uptake,,
U055,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U055,How can I improve here?,assistant,1,low-uptake,,
U055,"You must change ""few of"" into ""a few of"".",user,1,low-uptake,Reformulate,Active
U055,Why do I need to change 'few of' to 'a few of'?,assistant,1,low-uptake,,
U028,Write specific emotions which normal people don`t feel often.,user,1,low-uptake,Reject,Active
U028,What specific emotions do normal people not feel often?,assistant,1,low-uptake,,
U055,"""Few of"" isn't used conventionally. ""A few of"" is right.",user,1,low-uptake,Reject,Active
U055,What does 'used conventionally' mean?,assistant,1,low-uptake,,
U055,It means that many people doesn't use that word.,user,1,low-uptake,Amplification,Constructive
U055,What does it mean that many people doesn't use that word?,assistant,1,low-uptake,,
U028,I`m not pregnant but I feel pregnant woman`s emotion.,user,1,low-uptake,Exemplification,Constructive
U028,What do you mean by pregnant woman`s emotion?,assistant,1,low-uptake,,
U055,It means that the word isn't an appropriate word.,user,1,low-uptake,Reformulate,Active
U028,want to protect the child in my stomach,user,1,low-uptake,Amplification,Constructive
U028,What does it mean to protect a child in my stomach?,assistant,1,low-uptake,,
U055,I will change 'few of' to 'a few of'.,assistant,1,low-uptake,,
U055,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U028,Feeling cherished,user,1,low-uptake,Amplification,Constructive
U028,Okay. I will change the sentence.,assistant,1,low-uptake,,
U028,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U028,How can I improve here?,assistant,1,low-uptake,,
U028,this paragraph says music can give us certain emotion and uni,user,1,low-uptake,Connection,Constructive
U028,What does emotional enlightenment mean?,assistant,1,low-uptake,,
U028,i think this word is not appropriate.,user,1,low-uptake,Reject,Active
U028,What does appropriate mean?,assistant,1,low-uptake,,
U028,It fits the situation well.,user,1,low-uptake,Amplification,Constructive
U028,What does fits the situation well mean?,assistant,1,low-uptake,,
U028,Appropriate enough to be used in context.,user,1,low-uptake,Amplification,Constructive
U028,I will change 'emotional enlightenment' to 'emotional understanding' here.,assistant,1,low-uptake,,
U028,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U028,Can you give me feedback on this part?,assistant,1,low-uptake,,
U028,"The words that follow the highlighted sentence are about various emotions and experiences, and the context remains unchanged from before the word ""second."" Therefore, rather than using ""second,"" I'd prefer a conjunction like ""Let me elaborate"" or ""Let me give you a more specific example.""",user,1,low-uptake,Amplification,Constructive
U028,What does conjunction mean?,assistant,1,low-uptake,,
U028,It is a phrase that connects sentences or words.,user,1,low-uptake,Amplification,Constructive
U028,What does conjunction mean?,assistant,1,low-uptake,,
U028,It is a phrase that connects sentences or words.,user,1,low-uptake,Amplification,Constructive
U028,What does a phrase that connects sentences or words mean?,assistant,1,low-uptake,,
U028,It is a phrase that creates a natural flow of consciousness for the listener or reader.,user,1,low-uptake,Amplification,Constructive
U028,Okay. I will change 'Second' to 'Let me elaborate'.,assistant,1,low-uptake,,
U028,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U028,How do I fix this?,assistant,1,low-uptake,,
U028,benefical is wrong. beneficial is right.,user,1,low-uptake,Reformulate,Active
U028,What does beneficial mean?,assistant,1,low-uptake,,
U028,useful,user,1,low-uptake,Amplification,Constructive
U028,Why does 'benefical' not work?,assistant,1,low-uptake,,
U028,spelling is wrong.,user,1,low-uptake,Reject,Active
U028,What does spelling mean?,assistant,1,low-uptake,,
U028,Words have rules that apply to each meaning.,user,1,low-uptake,Amplification,Constructive
U028,Okay. I will change 'benefical' to 'beneficial' here.,assistant,1,low-uptake,,
U028,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U037,What's wrong here?,assistant,2,low-uptake,,
U037,This sentence doesn't match the context.,user,2,low-uptake,Reject,Active
U037,What does it mean that it doesn't match the context?,assistant,2,low-uptake,,
U037,It means a sentence whose content suddenly changes.,user,2,low-uptake,Amplification,Constructive
U037,What does a sentence whose content suddenly changes mean?,assistant,2,low-uptake,,
U037,The conversation is interrupted and something different comes out.,user,2,low-uptake,Amplification,Constructive
U037,What does it mean that the conversation is interrupted?,assistant,2,low-uptake,,
U037,The conversation stops.,user,2,low-uptake,Amplification,Constructive
U037,Okay. I will change the sentence to match the context.,assistant,2,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U037,What's wrong here?,assistant,2,low-uptake,,
U037,There should be comma after But,user,2,low-uptake,Reformulate,Active
U037,Why is there a comma after But?,assistant,2,low-uptake,,
U011,What's wrong here?,assistant,1,mixed-uptake,,
U044,How do I fix this?,assistant,1,mixed-uptake,,
U037,Because the sentence inserted after it,user,2,low-uptake,Amplification,Constructive
U037,What does it mean that the sentence inserted changes?,assistant,2,low-uptake,,
U037,It means that another sentence comes after it.,user,2,low-uptake,Amplification,Constructive
U037,What does it mean that years is not long time?,assistant,2,low-uptake,,
U044,These day -> These days,user,1,mixed-uptake,Reformulate,Active
U044,Okay. I will change 'These day' to 'These days' here.,assistant,1,mixed-uptake,,
U044,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U044,How do I fix this?,assistant,1,mixed-uptake,,
U037,It means that we have no time,user,2,low-uptake,Amplification,Constructive
U037,Okay. I will change the sentence to 'But [years is not a] long time.',assistant,2,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U037,How can I improve here?,assistant,2,low-uptake,,
U017,Can you give me feedback on this part?,assistant,1,low-uptake,,
U043,What's wrong here?,assistant,1,low-uptake,,
U043,Can you give me feedback on this part?,assistant,1,low-uptake,,
U050,Can you give me feedback on this part?,assistant,1,high-uptake,,
U037,I think 'suffer' and 'take' need to add s,user,2,low-uptake,Reformulate,Active
U037,Why need to add s?,assistant,2,low-uptake,,
U044,"which is -> which are, important development -> an important development, of the one of the major automaker's strategy -> in one of the major automaker's strategies",user,1,mixed-uptake,Reformulate,Active
U044,What does subject-verb agreement mean?,assistant,1,mixed-uptake,,
U037,Because the subject is third person singular,user,2,low-uptake,Amplification,Constructive
U037,What is third person singular?,assistant,2,low-uptake,,
U037,"Not me or you, other people, but it is alone",user,2,low-uptake,Amplification,Constructive
U037,What does it mean that it is alone?,assistant,2,low-uptake,,
U019,What's wrong here?,assistant,1,mixed-uptake,,
U037,That means it is not alone.,user,2,low-uptake,Amplification,Constructive
U037,"Okay. I will change the sentence to 'Second, if nature [suffers], our health also [takes] hit.'",assistant,2,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U037,Can you give me feedback on this part?,assistant,2,low-uptake,,
U046,What's wrong here?,assistant,1,mixed-uptake,,
U043,"""does"" and ""enhanced"" are wrong",user,1,low-uptake,Reject,Active
U046,Nowadays 's spelling is not correct.,user,1,mixed-uptake,Reject,Active
U043,What is wrong with 'does' and 'enhanced'?,assistant,1,low-uptake,,
U046,I will correct 'Nowadays' spelling.,assistant,1,mixed-uptake,,
U046,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U046,Can you give me feedback on this part?,assistant,1,mixed-uptake,,
U044,subject-verb agreement is a grammer rule that states the subject and the verb in a sentence must match in number,user,1,mixed-uptake,Amplification,Constructive
U043,not correctly used,user,1,low-uptake,Reject,Active
U044,"Okay. I will change 'which is' to 'which are', 'important development' to 'an important development', and 'of the one of the major automaker's strategy' to 'in one of the major automaker's strategies'.",assistant,1,mixed-uptake,,
U044,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U044,What's wrong here?,assistant,1,mixed-uptake,,
U043,What does not correctly used mean?,assistant,1,low-uptake,,
U037,I think there should be comma after 'These days',user,2,low-uptake,Reformulate,Active
U037,Why is there need for a comma?,assistant,2,low-uptake,,
U043,"change ""Does"" to ""Did"" and change ""enhanced"" to ""enhance""",user,1,low-uptake,Reformulate,Active
U043,Why change 'Does' to 'Did'?,assistant,1,low-uptake,,
U044,There is nothing more that can be fixed,user,1,mixed-uptake,Accept,Passive
U046,this sentence is not befitting for all writing,user,1,mixed-uptake,Reject,Active
U044,What do you mean by cannot be fixed?,assistant,1,mixed-uptake,,
U017,everybody' need to treat a singularity word so we have to use 'finds',user,1,low-uptake,Amplification,Constructive
U046,I think it should be one different result between healthy and unhealthy eating.,assistant,1,mixed-uptake,,
U037,Because 'These days' is adverb,user,2,low-uptake,Amplification,Constructive
U046,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U017,What does singularity word mean?,assistant,1,low-uptake,,
U037,What does it mean that 'These days' is adverb?,assistant,2,low-uptake,,
U043,we are using past simple correctly,user,1,low-uptake,Reject,Active
U043,Okay. I will change 'Does' to 'Did' and 'enhanced' to 'enhance' here.,assistant,1,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U043,How can I improve here?,assistant,1,low-uptake,,
U020,How can I improve here?,assistant,1,low-uptake,,
U050,in the importance of traveling. -> the importance of traveling.,user,1,high-uptake,Reformulate,Active
U050,I will change 'in the importance of traveling' to 'the importance of traveling'.,assistant,1,high-uptake,,
U050,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U050,Can you give me feedback on this part?,assistant,1,high-uptake,,
U019,believes --> believe,user,1,mixed-uptake,Reformulate,Active
U019,It should be I firmly believe that students must wearing uniform.,assistant,1,mixed-uptake,,
U019,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U043,make it grammatically correct,user,1,low-uptake,Reject,Active
U043,What does grammatically correct mean?,assistant,1,low-uptake,,
U044,There is nothing more to correct in your essay,user,1,mixed-uptake,Accept,Passive
U044,What does it mean that there is nothing to correct?,assistant,1,mixed-uptake,,
U017,"*Singular noun** refers to a noun that is used to refer to only one object, person, animal, concept, etc.",user,1,low-uptake,Amplification,Constructive
U017,What does it mean to treat a singularity word?,assistant,1,low-uptake,,
U043,make it better,user,1,low-uptake,Reject,Active
U043,What does it mean to make it better?,assistant,1,low-uptake,,
U050,on some reasons -> some reasons,user,1,high-uptake,Reformulate,Active
U050,I will change 'discuss on some reasons' to 'discuss some reasons'.,assistant,1,high-uptake,,
U050,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U050,Can you give me feedback on this part?,assistant,1,high-uptake,,
U019,wearing --> wear,user,1,mixed-uptake,Reformulate,Active
U019,Why do I need to change wearing to wear?,assistant,1,mixed-uptake,,
U043,"""the peoples"" is wrong",user,1,low-uptake,Reject,Active
U043,What is wrong with 'the peoples'?,assistant,1,low-uptake,,
U037,It means it reinforces sentence behind it,user,2,low-uptake,Amplification,Constructive
U037,What does it mean that it reinforces sentence behind it?,assistant,2,low-uptake,,
U017,"we have to set the grammar for singularuty word, such as article and verbs",user,1,low-uptake,Amplification,Constructive
U017,What does set the grammar mean?,assistant,1,low-uptake,,
U019,"you must use the original form of verb when it comes right after ""must""",user,1,mixed-uptake,Amplification,Constructive
U019,So it should be I firmly believe that students must wearing uniform?,assistant,1,mixed-uptake,,
U019,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U043,"we use ""the"" for something specific",user,1,low-uptake,Amplification,Constructive
U017,it means when it comes to write a sentences,user,1,low-uptake,Amplification,Constructive
U043,Okay. I will change 'the peoples' to 'the people' here.,assistant,1,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U043,How do I fix this?,assistant,1,low-uptake,,
U017,I will change 'find' to 'finds' here.,assistant,1,low-uptake,,
U017,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U017,How can I improve here?,assistant,1,low-uptake,,
U011,"I think the phreae ""Scientists can thus safeguard and boserve them."" is a bit awkward in flow and ""Thus"" is used correctly but the sentence fleels choppy or overly simplistic.",user,1,mixed-uptake,Amplification,Constructive
U011,I think it should be scientists can thus safe and observe them?,assistant,1,mixed-uptake,,
U011,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U043,nooo go back,user,1,low-uptake,Reject,Active
U043,What do you mean by go back?,assistant,1,low-uptake,,
U020,"change ""explores"" to ""explore""",user,1,low-uptake,Reformulate,Active
U050,"Although too much vacations can be expensive, some enjoyments are necessary.",user,1,high-uptake,Reformulate,Active
U020,Why change explores to explore?,assistant,1,low-uptake,,
U050,What does too much vacations mean?,assistant,1,high-uptake,,
U019,no it should be I firmly believe that students must wear uniform.,user,1,mixed-uptake,Reformulate,Active
U019,"Okay, I will change 'believes' to 'believe' here.",assistant,1,mixed-uptake,,
U019,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U019,Can you give me feedback on this part?,assistant,1,mixed-uptake,,
U010,Can you give me feedback on this part?,assistant,1,high-uptake,,
U037,"Literally, it means explaining the sentence in more detail",user,2,low-uptake,Amplification,Constructive
U037,I will add a comma after 'These days'.,assistant,2,low-uptake,,
U046,yes I think so. I think that there need difference between healthy and un healthy food about dieting,user,1,mixed-uptake,Accept,Passive
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U037,What's wrong here?,assistant,2,low-uptake,,
U050,many travels,user,1,high-uptake,Reformulate,Active
U046,What does difference mean in this context?,assistant,1,mixed-uptake,,
U050,Okay. I will change 'too much vacations' to 'many travels'.,assistant,1,high-uptake,,
U050,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U050,How do I fix this?,assistant,1,high-uptake,,
U019,leaded to --> lead,user,1,mixed-uptake,Reformulate,Active
U019,So it should be it will lead to more unityed among students?,assistant,1,mixed-uptake,,
U019,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U020,"""travelers, tourists and many people"" is plural, so we should delete ""s"" from explores.",user,1,low-uptake,Amplification,Constructive
U020,What does plural mean?,assistant,1,low-uptake,,
U020,plural means that it is countable and it is more than one,user,1,low-uptake,Amplification,Constructive
U020,What does countable mean?,assistant,1,low-uptake,,
U043,"""way jobs""",user,1,low-uptake,Reformulate,Active
U043,What is 'way jobs'?,assistant,1,low-uptake,,
U043,it is wrong,user,1,low-uptake,Reject,Active
U043,What is wrong with 'way jobs'?,assistant,1,low-uptake,,
U017,"you dont have to use capital word in 'When', change to 'when'",user,1,low-uptake,Reformulate,Active
U019,no it should be it will lead more unity among students.,user,1,mixed-uptake,Reformulate,Active
U046,oh i misunderstanding. There doesn't need differnece,user,1,mixed-uptake,Accept,Passive
U019,What does it mean to lead more unity?,assistant,1,mixed-uptake,,
U017,Why I should not use capital word in 'When'?,assistant,1,low-uptake,,
U046,"Okay, I will change 'there is one different' to 'there is no different'.",assistant,1,mixed-uptake,,
U046,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U046,How do I fix this?,assistant,1,mixed-uptake,,
U037,There should be 'are' after 'there',user,2,low-uptake,Reformulate,Active
U037,Why 'are' after 'there'?,assistant,2,low-uptake,,
U017,beacause it is not a first word of sentences,user,1,low-uptake,Amplification,Constructive
U017,What does it mean that it is not a first word of sentences?,assistant,1,low-uptake,,
U020,countable means that a noun can be counted as individual unit,user,1,low-uptake,Amplification,Constructive
U037,There are no verb without 'are',user,2,low-uptake,Reject,Active
U037,What does it mean about no verb without 'are'?,assistant,2,low-uptake,,
U020,I will change 'explores' to 'explore' here.,assistant,1,low-uptake,,
U020,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U020,How can I improve here?,assistant,1,low-uptake,,
U011,I think yes,user,1,mixed-uptake,Accept,Passive
U011,What is awkward in flow?,assistant,1,mixed-uptake,,
U019,to make students feel that they are in a group.,user,1,mixed-uptake,Amplification,Constructive
U017,for example the first word is 'Think' in this sentence,user,1,low-uptake,Exemplification,Constructive
U019,Okay. I will change 'lead' to 'lead to'.,assistant,1,mixed-uptake,,
U019,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U019,Can you give me feedback on this part?,assistant,1,mixed-uptake,,
U017,What does it mean to be a first word of sentences?,assistant,1,low-uptake,,
U017,the starting word,user,1,low-uptake,Amplification,Constructive
U017,Okay. I will change 'When' to 'when' here.,assistant,1,low-uptake,,
U017,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U017,What's wrong here?,assistant,1,low-uptake,,
U046,heavy change to unhealthy,user,1,mixed-uptake,Reformulate,Active
U046,Why change heavy to unhealthy?,assistant,1,mixed-uptake,,
U037,"If there is not 'are' in that sentence, there is no verb in sentence",user,2,low-uptake,Exemplification,Constructive
U019,lead to --> lead,user,1,mixed-uptake,Reformulate,Active
U043,"we need to specify it by adding ""the"" before ""way""",user,1,low-uptake,Reformulate,Active
U037,What does it mean that there is no verb without 'are'?,assistant,2,low-uptake,,
U019,So it should be it can lead to problems such as indiscipline?,assistant,1,mixed-uptake,,
U019,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U043,Okay. I will add 'the' before 'way' here.,assistant,1,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U043,What's wrong here?,assistant,1,low-uptake,,
U037,There is not verb,user,2,low-uptake,Reject,Active
U037,Okay. I will add 'are' here.,assistant,2,low-uptake,,
U037,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U037,How can I improve here?,assistant,2,low-uptake,,
U046,before writer use unhealthy not heavy,user,1,mixed-uptake,Reject,Active
U046,Okay. I will change 'heavy' to 'unhealthy' here.,assistant,1,mixed-uptake,,
U046,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,mixed-uptake,,
U046,How can I improve here?,assistant,1,mixed-uptake,,
U017,we have to use 'on' instead of 'by',user,1,low-uptake,Reformulate,Active
U017,Why I should use 'on' instead of 'by'?,assistant,1,low-uptake,,
U019,it will lead more unity among students.,user,1,mixed-uptake,Reject,Active
U019,It should be it lead to more unity among students.,assistant,1,mixed-uptake,,
U019,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U046,"But change to but,",user,1,mixed-uptake,Reformulate,Active
U019,"delete ""to""",user,1,mixed-uptake,Reformulate,Active
U046,"Why change to but,?",assistant,1,mixed-uptake,,
U017,"based on' is the expression, they are the pairing word",user,1,low-uptake,Amplification,Constructive
U019,So it should be it can lead problems such as indiscipline?,assistant,1,mixed-uptake,,
U015,How can I improve here?,assistant,1,high-uptake,,
U019,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1,mixed-uptake,,
U017,What does 'pairing word' mean?,assistant,1,low-uptake,,
U046,grammar is not correct if only but,user,1,mixed-uptake,Amplification,Constructive
U017,they come together when it used,user,1,low-uptake,Amplification,Constructive
U019,it will lead more unity among students.,user,1,mixed-uptake,Reformulate,Active
